"","V1","V2","V3"
"389",5,3,0.194530849218353
"390",5,4,0.193896696086318
"391",5,5,0.193277310954866
"392",5,6,0.192672668937433
"393",5,7,0.192082745861633
"394",5,8,0.191507518183224
"395",5,9,0.190946962862538
"396",5,10,0.190401057640848
"397",5,11,0.18986978061343
"398",5,12,0.18935311070005
"399",5,13,0.188851027326814
"400",5,14,0.188363510510079
"401",5,15,0.187890540859295
"402",5,16,0.187432099596314
"403",5,17,0.186988168456403
"404",5,18,0.186558729873688
"405",5,19,0.186143766810914
"406",5,20,0.18574326286396
"407",5,21,0.185357202075902
"408",5,22,0.184985569218593
"409",5,23,0.184628349549107
"410",5,24,0.184285528974248
"411",5,25,0.183957093949993
"412",5,26,0.183643031434855
"413",5,27,0.183343329100106
"414",5,28,0.183057975044510
"415",5,29,0.182786958056785
"416",5,30,0.182530267436670
"417",5,31,0.182287893017186
"418",5,32,0.182059825295190
"419",5,33,0.18184605529636
"420",5,34,0.18164657447149
"421",5,35,0.181461375173205
"422",5,36,0.181290449883963
"423",5,37,0.181133792027258
"424",5,38,0.180991395439377
"425",5,39,0.180863254433880
"426",5,40,0.180749364006067
"427",5,41,0.180649719670597
"428",5,42,0.180564317497322
"429",5,43,0.180493154164718
"430",5,44,0.180436226873446
"431",5,45,0.180393533352613
"432",5,46,0.180365071960196
"433",5,47,0.180350841494461
"434",5,48,0.18035084153932
"435",5,49,0.180365071949643
"436",5,50,0.180393533340952
"437",5,51,0.180436226871819
"438",5,52,0.180493154166628
"439",5,53,0.180564317497321
"440",5,54,0.180649719642069
"441",5,55,0.180749364006069
"442",5,56,0.180863254432197
"443",5,57,0.180991395439377
"444",5,58,0.181133792037759
"445",5,59,0.181290449883965
"446",5,60,0.181461375173206
"447",5,61,0.181646574483944
"448",5,62,0.181846055296362
"449",5,63,0.182059825311242
"450",5,64,0.182287893017186
"451",5,65,0.182530267436671
"452",5,66,0.182786958056785
"453",5,67,0.183057975044508
"454",5,68,0.183343329090733
"455",5,69,0.183643031428254
"456",5,70,0.183957093964260
"457",5,71,0.184285528968256
"458",5,72,0.184628349535410
"459",5,73,0.184985569218593
"460",5,74,0.185357202060525
"461",5,75,0.185743262839566
"462",5,76,0.186143766810914
"463",5,77,0.186558729909125
"464",5,78,0.186988168456403
"465",5,79,0.187432099610819
"466",5,80,0.187890540860657
"467",5,81,0.188363510512494
"468",5,82,0.188851027358469
"469",5,83,0.189353110700053
"470",5,84,0.189869780596265
"471",5,85,0.190401057640848
"472",5,86,0.190946962853584
"473",5,87,0.191507518154119
"474",5,88,0.192082745861638
"475",5,89,0.192672668921035
"476",5,90,0.193277310945395
"477",5,91,0.193896696086314
"478",5,92,0.194530849186231
"479",5,93,0.195179795620939
"480",5,94,0.195843561437673
"481",6,1,0.195202411848213
"482",6,2,0.194547853919283
"483",6,3,0.193908061097279
"484",6,4,0.193283007734654
"485",6,5,0.192672668922226
"486",6,6,0.19207702027124
"487",6,7,0.191496037897041
"488",6,8,0.190929698728133
"489",6,9,0.19037798020309
"490",6,10,0.189840860336635
"491",6,11,0.189318317762096
"492",6,12,0.188810331704555
"493",6,13,0.188316881964474
"494",6,14,0.187837948985343
"495",6,15,0.187373513696504
"496",6,16,0.186923557780453
"497",6,17,0.186488063349025
"498",6,18,0.186067013157322
"499",6,19,0.185660390497215
"500",6,20,0.185268179396569
"501",6,21,0.184890364284308
"502",6,22,0.184526930235896
"503",6,23,0.18417786288312
"504",6,24,0.183843148506077
"505",6,25,0.183522773813415
"506",6,26,0.183216726258640
"507",6,27,0.182924993723730
"508",6,28,0.182647564722197
"509",6,29,0.182384428357398
"510",6,30,0.182135574149164
"511",6,31,0.181900992439917
"512",6,32,0.181680673981908
"513",6,33,0.181474610066699
"514",6,34,0.181282792624333
"515",6,35,0.181105214066220
"516",6,36,0.180941867499800
"517",6,37,0.180792746383811
"518",6,38,0.180657844948608
"519",6,39,0.180537157889379
"520",6,40,0.180430680439233
"521",6,41,0.180338408466747
"522",6,42,0.180260338310822
"523",6,43,0.180196466836801
"524",6,44,0.180146791721813
"525",6,45,0.180111310800035
"526",6,46,0.180090022823053
"527",6,47,0.180082926964278
"528",6,48,0.180090022850488
"529",6,49,0.180111310802736
"530",6,50,0.180146791667106
"531",6,51,0.180196466836407
"532",6,52,0.180260338310825
"533",6,53,0.180338408460916
"534",6,54,0.180430680456041
"535",6,55,0.180537157885819
"536",6,56,0.180657844948611
"537",6,57,0.180792746395990
"538",6,58,0.180941867499145
"539",6,59,0.18110521406622
"540",6,60,0.181282792623195
"541",6,61,0.181474610066700
"542",6,62,0.181680673981916
"543",6,63,0.181900992439914
"544",6,64,0.182135574182773
"545",6,65,0.182384428305857
"546",6,66,0.182647564722198
"547",6,67,0.182924993723731
"548",6,68,0.183216726258636
"549",6,69,0.183522773813414
"550",6,70,0.183843148506078
"551",6,71,0.184177862883121
"552",6,72,0.184526930235898
"553",6,73,0.184890364295255
"554",6,74,0.185268179378143
"555",6,75,0.185660390497283
"556",6,76,0.186067013124289
"557",6,77,0.186488063318617
"558",6,78,0.186923557756088
"559",6,79,0.187373513700989
"560",6,80,0.187837949013024
"561",6,81,0.188316881942887
"562",6,82,0.188810331692346
"563",6,83,0.189318317759298
"564",6,84,0.189840860336639
"565",6,85,0.190377980203091
"566",6,86,0.190929698717856
"567",6,87,0.191496037903235
"568",6,88,0.192077020271237
"569",6,89,0.192672668922221
"570",6,90,0.193283007734653
"571",6,91,0.193908061082822
"572",6,92,0.194547853919266
"573",6,93,0.195202411848197
"574",7,1,0.194576195797489
"575",7,2,0.193930791446671
"576",7,3,0.193300098364078
"577",7,4,0.192684091353215
"578",7,5,0.192082745878926
"579",7,6,0.191496037885471
"580",7,7,0.190923944074518
"581",7,8,0.190366441691914
"582",7,9,0.189823508577910
"583",7,10,0.189295123122554
"584",7,11,0.188781264351605
"585",7,12,0.188281911943274
"586",7,13,0.187797046025461
"587",7,14,0.187326647408685
"588",7,15,0.186870697521519
"589",7,16,0.186429178239652
"590",7,17,0.186002072202483
"591",7,18,0.185589362462334
"592",7,19,0.185191032663162
"593",7,20,0.184807067209066
"594",7,21,0.184437450923070
"595",7,22,0.184082169199886
"596",7,23,0.183741208057505
"597",7,24,0.183414554038991
"598",7,25,0.183102194234583
"599",7,26,0.182804116477624
"600",7,27,0.182520308986039
"601",7,28,0.182250760560114
"602",7,29,0.181995460629178
"603",7,30,0.181754399205799
"604",7,31,0.181527566769084
"605",7,32,0.181314954417332
"606",7,33,0.181116553799455
"607",7,34,0.180932357181774
"608",7,35,0.180762357306061
"609",7,36,0.180606547429833
"610",7,37,0.180464921569064
"611",7,38,0.180337474052268
"612",7,39,0.180224200028155
"613",7,40,0.180125094859267
"614",7,41,0.180040154858715
"615",7,42,0.179969376589688
"616",7,43,0.179912757280173
"617",7,44,0.179870294739228
"618",7,45,0.179841987324116
"619",7,46,0.179827833886025
"620",7,47,0.179827833886575
"621",7,48,0.179841987315422
"622",7,49,0.179870294780355
"623",7,50,0.179912757279533
"624",7,51,0.179969376605569
"625",7,52,0.180040154849389
"626",7,53,0.180125094859266
"627",7,54,0.180224199985195
"628",7,55,0.180337474071059
"629",7,56,0.180464921569064
"630",7,57,0.180606547429833
"631",7,58,0.180762357267738
"632",7,59,0.180932357182422
"633",7,60,0.181116553799436
"634",7,61,0.181314954432107
"635",7,62,0.181527566769084
"636",7,63,0.181754399203345
"637",7,64,0.181995460629181
"638",7,65,0.182250760560107
"639",7,66,0.182520308986043
"640",7,67,0.182804116492514
"641",7,68,0.183102194234584
"642",7,69,0.18341455403899
"643",7,70,0.183741208057505
"644",7,71,0.184082169199886
"645",7,72,0.18443745092307
"646",7,73,0.184807067209063
"647",7,74,0.185191032663161
"648",7,75,0.185589362462333
"649",7,76,0.186002072202482
"650",7,77,0.186429178239652
"651",7,78,0.186870697521517
"652",7,79,0.187326647408685
"653",7,80,0.187797046025463
"654",7,81,0.188281911943273
"655",7,82,0.188781264360308
"656",7,83,0.189295123111073
"657",7,84,0.189823508577924
"658",7,85,0.190366441692638
"659",7,86,0.190923944114808
"660",7,87,0.191496037900608
"661",7,88,0.192082745878958
"662",7,89,0.192684091345715
"663",7,90,0.193300098364076
"664",7,91,0.193930791446684
"665",7,92,0.194576195784622
"666",8,1,0.193964887944049
"667",8,2,0.193328583359452
"668",8,3,0.192706936644690
"669",8,4,0.192099922933977
"670",8,5,0.191507518138939
"671",8,6,0.190929698747539
"672",8,7,0.190366441692445
"673",8,8,0.189817724707850
"674",8,9,0.189283526020867
"675",8,10,0.188763824359485
"676",8,11,0.188258599275623
"677",8,12,0.187767830657357
"678",8,13,0.187291499107909
"679",8,14,0.186829585859448
"680",8,15,0.186382072625419
"681",8,16,0.185948941731687
"682",8,17,0.185530176152402
"683",8,18,0.185125759226903
"684",8,19,0.184735675154167
"685",8,20,0.184359908514334
"686",8,21,0.183998444519489
"687",8,22,0.183651268964582
"688",8,23,0.183318368188491
"689",8,24,0.182999729061736
"690",8,25,0.182695339130815
"691",8,26,0.182405186387181
"692",8,27,0.182129259487494
"693",8,28,0.181867547584175
"694",8,29,0.181620040370439
"695",8,30,0.181386728181145
"696",8,31,0.181167601836036
"697",8,32,0.180962652809785
"698",8,33,0.180771873029834
"699",8,34,0.180595255034174
"700",8,35,0.180432791875975
"701",8,36,0.180284477224068
"702",8,37,0.180150305283583
"703",8,38,0.180030270786729
"704",8,39,0.179924369038588
"705",8,40,0.17983259589768
"706",8,41,0.179754947774489
"707",8,42,0.179691421653740
"708",8,43,0.179642014990226
"709",8,44,0.179606725936097
"710",8,45,0.179585553020642
"711",8,46,0.179578495513266
"712",8,47,0.179585553042816
"713",8,48,0.179606725915456
"714",8,49,0.179642014996052
"715",8,50,0.179691421635639
"716",8,51,0.179754947774476
"717",8,52,0.17983259593273
"718",8,53,0.179924369034438
"719",8,54,0.180030270786729
"720",8,55,0.180150305283503
"721",8,56,0.180284477226490
"722",8,57,0.180432791913061
"723",8,58,0.180595255023828
"724",8,59,0.180771873029833
"725",8,60,0.180962652824263
"726",8,61,0.181167601866109
"727",8,62,0.181386728193127
"728",8,63,0.181620040395231
"729",8,64,0.181867547584176
"730",8,65,0.182129259500710
"731",8,66,0.182405186387184
"732",8,67,0.182695339116363
"733",8,68,0.182999729058015
"734",8,69,0.183318368188489
"735",8,70,0.183651268964582
"736",8,71,0.183998444519489
"737",8,72,0.184359908513606
"738",8,73,0.184735675166438
"739",8,74,0.185125759226904
"740",8,75,0.185530176131847
"741",8,76,0.185948941731687
"742",8,77,0.186382072625149
"743",8,78,0.186829585859448
"744",8,79,0.18729149910791
"745",8,80,0.187767830657358
"746",8,81,0.188258599276354
"747",8,82,0.188763824374138
"748",8,83,0.189283526020857
"749",8,84,0.189817724707850
"750",8,85,0.190366441692446
"751",8,86,0.190929698747550
"752",8,87,0.191507518138929
"753",8,88,0.192099922940291
"754",8,89,0.192706936609842
"755",8,90,0.193328583359450
"756",8,91,0.193964887944027
"757",9,1,0.193368463748711
"758",9,2,0.192741205482345
"759",9,3,0.192128552030437
"760",9,4,0.191530479104776
"761",9,5,0.190946962876795
"762",9,6,0.190377980199288
"763",9,7,0.189823508610454
"764",9,8,0.189283525984387
"765",9,9,0.188758011096850
"766",9,10,0.188246943104195
"767",9,11,0.187750301812803
"768",9,12,0.187268067603975
"769",9,13,0.186800221446960
"770",9,14,0.186346744844675
"771",9,15,0.185907619986537
"772",9,16,0.185482829561145
"773",9,17,0.185072356796815
"774",9,18,0.184676185571395
"775",9,19,0.184294300298891
"776",9,20,0.183926685965226
"777",9,21,0.183573328185148
"778",9,22,0.18323421299466
"779",9,23,0.182909327102796
"780",9,24,0.182598657834248
"781",9,25,0.182302192885604
"782",9,26,0.182019920751467
"783",9,27,0.181751830386512
"784",9,28,0.181497911174498
"785",9,29,0.181258153173659
"786",9,30,0.181032547110761
"787",9,31,0.180821084115315
"788",9,32,0.180623755883296
"789",9,33,0.180440554737159
"790",9,34,0.180271473512476
"791",9,35,0.180116505559930
"792",9,36,0.179975644849822
"793",9,37,0.179848885871519
"794",9,38,0.179736223707381
"795",9,39,0.179637653951596
"796",9,40,0.179553172758685
"797",9,41,0.179482776720305
"798",9,42,0.179426463221060
"799",9,43,0.179384230056754
"800",9,44,0.179356075476421
"801",9,45,0.179341998500254
"802",9,46,0.179341998490655
"803",9,47,0.179356075461562
"804",9,48,0.179384230014645
"805",9,49,0.179426463220483
"806",9,50,0.179482776714383
"807",9,51,0.179553172728288
"808",9,52,0.179637653951595
"809",9,53,0.179736223707381
"810",9,54,0.179848885871519
"811",9,55,0.179975644832631
"812",9,56,0.180116505561987
"813",9,57,0.180271473477141
"814",9,58,0.180440554710369
"815",9,59,0.180623755880872
"816",9,60,0.180821084115315
"817",9,61,0.181032547106740
"818",9,62,0.181258153173660
"819",9,63,0.181497911174501
"820",9,64,0.181751830386513
"821",9,65,0.182019920763303
"822",9,66,0.182302192886759
"823",9,67,0.182598657834249
"824",9,68,0.182909327107262
"825",9,69,0.183234213013346
"826",9,70,0.183573328185148
"827",9,71,0.183926685965225
"828",9,72,0.184294300298889
"829",9,73,0.184676185597759
"830",9,74,0.185072356796815
"831",9,75,0.185482829561858
"832",9,76,0.185907619984885
"833",9,77,0.186346744844674
"834",9,78,0.186800221446976
"835",9,79,0.187268067603976
"836",9,80,0.187750301837855
"837",9,81,0.188246943136266
"838",9,82,0.18875801109685
"839",9,83,0.189283525984384
"840",9,84,0.189823508610452
"841",9,85,0.190377980296108
"842",9,86,0.190946962879511
"843",9,87,0.191530479104760
"844",9,88,0.192128552030438
"845",9,89,0.19274120547646
"846",9,90,0.193368463748710
"847",10,1,0.192786899122226
"848",10,2,0.192168634163699
"849",10,3,0.191564921454628
"850",10,4,0.190975737042793
"851",10,5,0.190401057615191
"852",10,6,0.189840860322889
"853",10,7,0.189295123146351
"854",10,8,0.188763824408927
"855",10,9,0.188246943127688
"856",10,10,0.187744458971705
"857",10,11,0.187256352041658
"858",10,12,0.186782603201713
"859",10,13,0.186323193676795
"860",10,14,0.185878105477716
"861",10,15,0.185447321067197
"862",10,16,0.185030823473444
"863",10,17,0.184628596424683
"864",10,18,0.184240623969978
"865",10,19,0.183866891033447
"866",10,20,0.183507382868946
"867",10,21,0.18316208543715
"868",10,22,0.182830985230934
"869",10,23,0.182514069094146
"870",10,24,0.182211324876447
"871",10,25,0.181922740516671
"872",10,26,0.181648304896582
"873",10,27,0.181388007165561
"874",10,28,0.181141837201473
"875",10,29,0.180909785379235
"876",10,30,0.180691842608203
"877",10,31,0.180488000458194
"878",10,32,0.180298250860558
"879",10,33,0.180122586461849
"880",10,34,0.179961000415571
"881",10,35,0.17981348640093
"882",10,36,0.179680038682583
"883",10,37,0.179560652085127
"884",10,38,0.179455321880335
"885",10,39,0.179364043992711
"886",10,40,0.179286814884239
"887",10,41,0.17922363153656
"888",10,42,0.179174491516192
"889",10,43,0.179139392845861
"890",10,44,0.179118334192205
"891",10,45,0.179111314731465
"892",10,46,0.179118334193936
"893",10,47,0.179139392844859
"894",10,48,0.179174491524331
"895",10,49,0.179223631536562
"896",10,50,0.179286814884237
"897",10,51,0.179364043992712
"898",10,52,0.179455321880335
"899",10,53,0.179560652085127
"900",10,54,0.179680038682584
"901",10,55,0.17981348640093
"902",10,56,0.179961000416644
"903",10,57,0.180122586461848
"904",10,58,0.180298250857928
"905",10,59,0.180488000458195
"906",10,60,0.180691842608203
"907",10,61,0.180909785407459
"908",10,62,0.181141837191062
"909",10,63,0.181388007163736
"910",10,64,0.181648304896580
"911",10,65,0.181922740516671
"912",10,66,0.182211324900860
"913",10,67,0.182514069117008
"914",10,68,0.182830985170181
"915",10,69,0.183162085437154
"916",10,70,0.183507382868941
"917",10,71,0.183866891030622
"918",10,72,0.184240623969976
"919",10,73,0.184628596395253
"920",10,74,0.185030823473445
"921",10,75,0.185447321099366
"922",10,76,0.185878105477715
"923",10,77,0.186323193700018
"924",10,78,0.186782603201715
"925",10,79,0.187256352041659
"926",10,80,0.187744458971684
"927",10,81,0.188246943127686
"928",10,82,0.188763824408954
"929",10,83,0.189295123148140
"930",10,84,0.189840860322891
